index,text
326,"A murder of crows, ravenous with hunger, alighted on the skeletal limbs of a desiccated oak tree, their cacophonous scolding admonishing the solitary figure, cloaked in black, who had entered the gloomy graveyard to pay tribute to Poe’s tombstone, just as a tintinnabulation of church bells began chiming a counterpoint to the avians’ caws-stick chorus.
"
327,"I could've waited, he could've waited, but we didn't and now the entire town of Sop-Bottom, Mizzou (pop. 894, in the heart of the heartland, widely considered the tuning fork capital of the world), would pay for our unspeakable act of passion there on the statue of town founder, staff sergeant Ebenezer Winthrop Sop-Bottom, the unsung hero of the Great Bethel Skirmish. 
"
328,"“Hey, ho! they make the beast with two backs,” Captain Jean Chartraine shouted lustily over the din of the rollicking seaside inn, The Wayward Mariner but all I could think, preoccupied with the cargo manifest, dueling pistol, and tankard of ale before me, was why anyone would want to be a Bactrian camel.
"
329,"The chrysanthemum Sarah had received from Edmund was exquisite, no doubt, but she had other things on her mind the moment that our story begins, like how Edmund had got out of his cage and how a hedgehog could have pulled up a chrysanthemum with his teeth.
"
330,"Petulantly, William dunked his socks into the basin and scrubbed futilely to remove the last vestiges of succotash that clung there, and absentmindedly slipped into a reverie--not quite a fugue state--in which he thought of Saturday morning cartoons and pondered the nature of sufferin' as part of the human condition and whether Nietzsche was correct, but his reverie was interrupted by Mabel's clarion bellow from the other room, ""Springer's on!""
"
331,"Little Jenny would stop at nothing in her ambition to become an astronaut -- that way she wouldn't end up as an unfulfilled cashier married to a dweeb like Colin Snodgrass, with a sizeable mortgage and four lazy kids who couldn't even be bothered to pick up a book like this, never mind become astronauts.
"
332,"When the storage tanks backed up and the extraction mechanisms proved non-functional, with pressure rising rapidly and a critical failure imminent, Harve was compelled to take emergency action: an immediate, explosive evacuation of the American Bottoms Regional Wastewater Treatment Facility in Sauget, IL.
"
333,"'Oh Mon Dieu, she thought to herself while searching for that Fatboy Slim song she liked, I know this is Paris and I should be making heaven of what I have, right here, right now, but eating this stupid baguette for breakfast every morning is a gum-hurting, head-aching, and anything-but-satisfying process.' 
"
334,"Just after dawn on the morning of the last day of his life, Anthony Scanzio looked out his window and again saw the two men parked down the street in a Gloss Black 2016 Chrysler 300C, and coincidentally you can buy one just like it from the author's uncle at Lyndhurst Chrysler and get a great deal, ask for Eddie!
"
335,"At the bottom of a steep path, beneath the trunk of a slumping oak, I lowered myself into a hole, descended a staircase and crawled to the bottom of a tunnel that led to a dangling rope that dropped me into a shoot from which I slid into an elevator lobby where I pushed the button marked “Down.” 
"
336,"As the first shovelful of earth fell on her father’s coffin, Emily kneeled at the graveside sobbing, overwrought by the sudden realization that, not only had she lost her only living relative, but she had somehow forgotten to set her DVR to record this week’s episode of “House of Cards,” an episode she had particularly wanted to see because of a rumored and breathlessly anticipated guest appearance by a nephew of Don Ho.
"
337,"Even from the hall, the overpowering stench told me the dingy caramel glow in his office would be from a ten-thousand-cigarette layer of nicotine baked on a naked bulb hanging from a frayed wire in the center of a likely cracked and water-stained ceiling, but I was broke, he was cheap, and I had to find her.
"
338,"Her grandmother had mopped her brow with the same antique kerchief for twenty years whilst working in the barley fields, and now Anastasia was to wear it on her wedding night knotted into a baggy loose panty; while her lover Anatoly would wear his father's ancient gray and tattered undershorts tied around his neck to honor the old village custom of marital odor-blending. 
"
339,"After his seventh shot of Jack Daniels, Billy reflected that only a certain kind of man, a Roman Catholic priest, born under the sign of Gemini, whose loved one had been run down by a bus full of inebriated Lazio supporters on a glorious Sunday morning in early April outside a provincial church whose bells were ringing Bach’s Tocatta and Fugue in B minor, would truly be able to understand the abyss of despair in which he was drowning.
"
340,"Knowing well the hand signals of his platoon leader, Private James Dawson silently dropped to the dirt, concealed and motionless for what seemed an eternity, a move that he had learned, coincidentally, from his parents whenever the Watchtower ladies would ring the doorbell.
"
341,"“Penguins, damnable penguins,” Cooperman muttered bitterly, staring hard into the maelstrom of cheap gin and bargain-basement vermouth swirling hopelessly in the low ball glass he held in his pale, doughy hand, the shards of rapidly melting ice crystals cruelly reminding him of those endless winter nights in the Antarctic weather station, and of Kwakina, with her lithe, lubricious figure, and tuxedo-feathered form.
"
342,"The sea roiled like water in a pasta pot about to boil, an apt simile thought Captain Samuel Turner, because if they didn't fix their engine soon he and his crew would be floating face down like overcooked manicotti—bloated, white, limp and about to be consumed by something that wished it were eating ahi tuna instead.
"
343,"The life of a mountain man like Jedediah Buckman is a simple one, a campfire to warm the person as well as the soul, a full moon to illuminate the forest as well as the mind, and game to nourish the body as well as the spirit, though one wonders how he could stomach beaver without mint jelly and a bold, young pinot noir.
"
344,"As Swordfish and the ever-loyal Ling Cod Boy surveyed the scene of rampant destruction spread out before them—swamped trawlers, shredded nets, the still-smoldering floating cannery—two things were crystal clear:  Avenging Tuna was back, and Turner Bay needed some superheroes.
"
345,"Captain Blackheart well knew the penalties for piracy, but out here in international waters there was no one to stop him, so he scanned the horizon with his brass telescope before heading below decks to check on his high speed DVD copying machines.
"
346,"When your home smells like a three-week-old buffalo carcass, your Mom is constantly being mistaken for a guy, and your sisters keep using your ears as their personal chew toys, life is no laughing matter—at least that's how it seemed to Hubert, the baby Hyena.  
"
347,"She couldn't decide whether it was the tail-less rat devouring another neighboring rat's brain in his glassed cage, or just the way the doctor and his white-haired assistant were applying the saw to Aslan's skull casing as he lay dismembered on the great table, but something told Lucy they'd tumbled through another portal and out of Narnia.
"
348,"Tinkerbell the Fairy and Amy the Elf were BFFFs (best fairyland friends forever), and they loved having adventures in Big-People Land, like eating marshmallows for dinner, galloping fast on the backs of tiny lizards, and taking naps on the pillows of very important people like Judges, Mayors, and Millionaires.
"
349,"Little Billy Wonka spent his days running through the Gumdrop Forest, dashing through the greenery of Marzipan Valley, hopping along the banks of Honey River and racing to and fro between the Chocolate Factory to his Gingerbread Abode . . . which is not surprising considering his colossal daily sugar intake.
"
350,"She walked toward me with her high heels clacking like an out-of-balance ceiling fan set on low, smiling as though about to spit pus from a dental abscess, and I knew right away that she was going to leave me feeling like I had used a wood rasp to cure my hemorrhoids.
"
351,"“We got a stiff on the sidewalk all bled out; a stiff on a tugboat tied up with enough cement to build the Hoover Dam; Louie Miller empties out his bank account and falls off the face of the planet; Jenny Diver, Sukey Tawdry, Lotte Lenya, and Lucy Brown all get death threats . . . I got no goddamned proof, but five’ll get ya ten that Macky’s back in town.”
"
352,"Detective Hammer Logan III woke with a start, images of the bizarre bayou murder still fresh in his mind’s eye -- a dame in trouble, body covered with bloody toothprints and saliva—but as sleep lifted, the grizzled detective remembered that he was a dog and the dame a coyote, so he spun on the bed three times and slept the rest of the day.
"
353,"It was almost teatime, late June, with no likelihood of rain any time soon and I was wearing my olive-green anorak, Snoopy Dog T-shirt, beige slacks and navy blue sneakers, odd socks with holes in them, hadn't shaved, had a stinking hangover and felt like crap; I was everything a penniless down and out ought to be—I was calling on the Salvation Army for soup.
"
354,"It was a dark and stormy night: the wind whistled like an old man with drugstore teeth trying to teach his grandkids to say, ""She sells sea shells by the sea shore,"" causing the little shavers to wonder why Peepaw was suddenly talking like Daffy Duck, whether he'd just had a stroke, and if any of them was in the will.
"
355,"""It was either a dark or a stormy night, depending, of course, on if one was comparing globally or locally, as the midnight sun would be considered quite bright to the rest of the world, and by Alaskan standards, the negative fifty-degree wind chill would be considered balmy,"" thought Janet as she wrestled yet another sled dog out of the alien's tractor beam.
"
356,"Sufficiently numerous airborne water droplets struck various grounded objects at appreciable velocities, illuminated by ambient light from a sub-horizon sun such that fewer photons were absorbed by the retina of our protagonist’s eyes within a given interval of time than the number at which he would struggle to decide whether the amount of light he perceives should be considered “bright” or “dark”; in other words, it was a dark and stormy night.
"
357,"The handsome man bent down to kiss the pale lips of the catatonic maid just as the first small bubble appeared in the corner of her mouth, followed, in slow motion, by a stream of popping translucent spheres, and Prince Jarris, heir to the throne of the Kingdom of the Seven-and-a-Half Mountains straightened up, climbed upon his horse and rode away to search for another sleeping beauty.                            
"
358,"It was the worst of times, although I suppose if I were really pressed I could come up with a time in history even worse than the French Revolution, such as the Black Death, to name but one, but on the other hand it has to be said that it was also the best of times, particularly for those of us that were rich and living in England rather than France.
"
359,"Lieutenant-Commander Keith ‘Rusty’ Brooke-Hamilton of the Royal Navy, serving on Her Majesty’s ship Refulgent (48 guns), which had sailed from Portsmouth early on a Tuesday morning with but a few light, high clouds and a fine, brisk sou-westerly wind blowing across the mouth of the Solent, was terribly fond of bananas. 
"
360,"On March 5, 1836, Lieutenant Colonel William Travis stood before his rag-tag revolutionary army, unsheathed his sword, and drew a line in the sand, followed by a smiley face, some crude stick-figure men, and a few choice words about Mexicans that the State Board of Education has deemed unfit for publication in this 7th Grade Texas History Textbook.
"
361,"Eleanor had doubts, as well she should have had, and in truth no one knew the repercussions which might result, yet she felt proud in her way to have been selected to be the first person ever to turn on an ""electric light"" switch, the woman who would be celebrated forever in history, or fried, which in fact she was, though the inventors combined to hush it up.
"
362,"Trevor didn’t care what they thought—yes, they would sigh and roll their eyes at him as they always did, and yes, they were in a bad way, on their way to have their heads separated from their necks by Mme. La Guillotine—but dang it, it did put him in mind of that one really snappy tune from “Les Miserables,” and so, with a song rising up in his heart, he stood up in that filthy French cart and began to sing. 
"
363,"A cold wind arose from the moss-covered tomb with a haunting asthmatic whistle and horned its way around the ornate marble monuments, increasing speed and raising its menacing sound as it set course towards five-year-old Samantha Wainberry, who forgot to wear a sweater.
"
364,"As the shambling throng of zombies edged closer Leopold raised his quivering axe to shoulder height, pausing only to consider that the phrase 'living dead' is contradictory; that staggering about implied a fully functioning nervous system supplemented by an intake of oxygen; and that if they were really dead, then why persist in stumbling about in this vastly paradoxical manner?
"
365,"The girl screamed, the wind rustled, something moved in the night closer and closer; the moon hung heavily over the night, white as a pearl, blood dripped from Vlad's mouth, the girl’s pale body hung in his hands, sparkling in the moonlight—he was a vampire, after all.
"
366,"As its newly-incentivized next-gen thought leader, Li-Kwan Patel saw the handwriting on the wall: there was no kicking the can down the road because the paradigm shift at Synergex, Inc. necessitated him to hit the ground running, avoid low-hanging fruit like the plague, and strategize scalable core competencies to close the loop on feedback redundancy, for at the end of the day it all boiled down to boldly going where none had gone before.
"
367,"When Glenn left the house, the sky was a satin Spinnaker Blue with White Feather clouds, the still-moist lawn and street were glossy Sunlit Glade and Bastion Grey, and, contemplating the to-do list jotted on Ivory Cream notepaper as he started the Sundance Yellow hatchback, Glenn knew he would go flat Condition Red berserk if his wife didn't hurry up and select a color for the dining room.
"
368,"When Margie told me we were going to rob the jewelry store instead of going for a pedicures, my mind bent under the weight of it all like a cheap paper plate at a family barbecue when it is filled with all the wet heavy stuff like baked beans and sauerkraut.
"
369,"As Night fell with the finality of a Sycamore toppled in a windstorm, the neon-clogged Arteries of the great Metropolis came alive with the banshee shriek of asphalt-tortured tires, the ululation of yammering sirens, and the bellow of brazen-lunged air horns, Predator Calls of the insomnolent Urban Jungle. 
"
370,"She was uncertain how or when it had happened, but over the years her svelte figure-8 frame had gone lopsided and become a wretched parody of the symmetrical numeral—indeed, the bottom oval was as lumpy and pear-shaped as the carelessly-thrown-aside velour sack of the average mall Santa. 
"
371,"Upon hearing he was to appear immediately before the Seturia Nebula's Supreme Council, where, in high ceremony, he would be unclothed, bathed in the sacred Waters of Torg Jas, and presented the uniform of a Qadon Shuu Guardian as reward for his courageous defense of the TH-174 Diijoss Collective against Gnar-al troops from the Xinon-Thur Horde, space adventurer Sunspot Carson could only think, ""I picked a helluva Baldorian day to wear ladies panties.""
"
372,"Following my successful career as chief medical officer of the Horus 7 on its extended mission to explore the Galaxy, I returned to Earth—what follows chronicles the first seven years of the orthodontics practice I opened in Michigan.
"
373,"The Halkan prediction of galactic revolt did indeed come true when Han Solo seized the throne of Gandolf, was overthrown by Captain Jim Kirk, all the Wookies were slaughtered by a ragtag band of renegade Hobbits, Tribbles were ground up and made the sixth flavor of Skittles, and Saurian brandy was sold as a premixed chocolate-flavored cocktail by the Martian partners of Nestle.
"
374,"Osgood knew he wasn’t popular, well-liked, or even very good looking, and could suck the life out of a room like a fat kid sucking the filling out of a Twinkie, but surely a date with the beautiful blonde in the corner wasn’t out of the question, he thought as he licked the cream from his fingers.
"
375,"She wanted—no—she needed Robert, oh, what she would give if he knew that he was the first thing on her mind at the start of each day, if he knew that she yearned, yearned to be happily by his side at the spring dance, yes, she needed Robert--unless Brian dumped that bleach blond snob Leah in time, in which case she'd need Brian.
"
376,"Watching Emily sleep in exhausted, naked bliss while bathed by the soft shower of lucid moonlight that titillatingly teased glimpses of her supple features he had come to know, Sebastian tried to remember the last time he had seen a woman's body so beautiful, but after the collision of his '02 Pontiac Aztek with a Bug-X exterminator truck on East Hermosa Vista Drive in Mesa, Arizona, two months ago left him with long-term memory loss, he couldn't. 
"
377,"“See, Horse,” said Detective Sam Ohn, “the sting Ray pulled off has you dab in the place with a barb in your hand and the piano tuner filleted on the floor so don’t you carp on all coy like thinking to leave us to flounder in the dark; mull it over or you’ll be frying on a 20,000 volt perch and may God have mercy on your soul.”
"
378,"The evidence at Evan’s Seaside Bird Sanctuary was mounting: the scattered precocial plumage, the tidal pond encircling a quartet of lifeless birds, the brine-soaked ascot, the cane —could it be that Maurice Chevalier sank Evan’s four little gulls?
"
379,"Patrice—the most-feared henchman of the global terrorist mastermind Ivan Terrible—staggered back to his car, wiped the dead cocktail waiter's blood from his hands, picked up his smartphone, and texted a terse status update to his employer's personal assistant: ""Tell IT that our server is down.""
"
380,"Legendary U of Arizona basketball coach Lute Olsen needed someone to take the charge, someone who was willing to be mercilessly flattened, someone to sacrifice his body for the team, and that someone stood up at the end of the bench and announced, “Lute, I am your fodder.” 
"
381,"A murder of crows, ravenous with hunger, alighted on the skeletal limbs of a desiccated oak tree, their cacophonous scolding admonishing the solitary figure, cloaked in black, who had entered the gloomy graveyard to pay tribute to Poe’s tombstone, just as a tintinnabulation of church bells began chiming a counterpoint to the avians’ caws-stick chorus.
"
382,"I could've waited, he could've waited, but we didn't and now the entire town of Sop-Bottom, Mizzou (pop. 894, in the heart of the heartland, widely considered the tuning fork capital of the world), would pay for our unspeakable act of passion there on the statue of town founder, staff sergeant Ebenezer Winthrop Sop-Bottom, the unsung hero of the Great Bethel Skirmish. 
"
383,"“Hey, ho! they make the beast with two backs,” Captain Jean Chartraine shouted lustily over the din of the rollicking seaside inn, The Wayward Mariner but all I could think, preoccupied with the cargo manifest, dueling pistol, and tankard of ale before me, was why anyone would want to be a Bactrian camel.
"
384,"The chrysanthemum Sarah had received from Edmund was exquisite, no doubt, but she had other things on her mind the moment that our story begins, like how Edmund had got out of his cage and how a hedgehog could have pulled up a chrysanthemum with his teeth.
"
385,"Petulantly, William dunked his socks into the basin and scrubbed futilely to remove the last vestiges of succotash that clung there, and absentmindedly slipped into a reverie--not quite a fugue state--in which he thought of Saturday morning cartoons and pondered the nature of sufferin' as part of the human condition and whether Nietzsche was correct, but his reverie was interrupted by Mabel's clarion bellow from the other room, ""Springer's on!""
"
386,"Little Jenny would stop at nothing in her ambition to become an astronaut -- that way she wouldn't end up as an unfulfilled cashier married to a dweeb like Colin Snodgrass, with a sizeable mortgage and four lazy kids who couldn't even be bothered to pick up a book like this, never mind become astronauts.
"
387,"When the storage tanks backed up and the extraction mechanisms proved non-functional, with pressure rising rapidly and a critical failure imminent, Harve was compelled to take emergency action: an immediate, explosive evacuation of the American Bottoms Regional Wastewater Treatment Facility in Sauget, IL.
"
388,"'Oh Mon Dieu, she thought to herself while searching for that Fatboy Slim song she liked, I know this is Paris and I should be making heaven of what I have, right here, right now, but eating this stupid baguette for breakfast every morning is a gum-hurting, head-aching, and anything-but-satisfying process.' 
"
389,"Just after dawn on the morning of the last day of his life, Anthony Scanzio looked out his window and again saw the two men parked down the street in a Gloss Black 2016 Chrysler 300C, and coincidentally you can buy one just like it from the author's uncle at Lyndhurst Chrysler and get a great deal, ask for Eddie!
"
390,"At the bottom of a steep path, beneath the trunk of a slumping oak, I lowered myself into a hole, descended a staircase and crawled to the bottom of a tunnel that led to a dangling rope that dropped me into a shoot from which I slid into an elevator lobby where I pushed the button marked “Down.” 
"
391,"As the first shovelful of earth fell on her father’s coffin, Emily kneeled at the graveside sobbing, overwrought by the sudden realization that, not only had she lost her only living relative, but she had somehow forgotten to set her DVR to record this week’s episode of “House of Cards,” an episode she had particularly wanted to see because of a rumored and breathlessly anticipated guest appearance by a nephew of Don Ho.
"
392,"Seeing how the victim's body, or what remained of it, was wedged between the grill of the Peterbilt 389 and the bumper of the 2008 Cadillac Escalade EXT, officer ""Dirk"" Dirksen wondered why reporters always used the phrase ""sandwiched"" to describe such a scene since there was nothing appetizing about it, but still, he thought, they might have a point because some of this would probably end up on the front of his shirt.
"
393,"We can’t let the dastards win,” said Piper Bogdonovich to her fellow gardener, Mr. Sidney Beckworth Hammerstein, as she clenched her gloved hands into gnarly, fuzzed fists, “because if I have to endure another year after which my Royal Puffin buttercups come in second place to Marsha Engelstrom’s Fainting Dove Tear Drop peonies, I will find a machine gun and leave my humanity card in the Volvo.” 
"
394,"After his seventh shot of Jack Daniels, Billy reflected that only a certain kind of man, a Roman Catholic priest, born under the sign of Gemini, whose loved one had been run down by a bus full of inebriated Lazio supporters on a glorious Sunday morning in early April outside a provincial church whose bells were ringing Bach’s Tocatta and Fugue in B minor, would truly be able to understand the abyss of despair in which he was drowning.
"
395,"Certainly most people in Morris’ place would have had certain misgivings about being stranded aboard a life raft, facing the unrelenting hunger and the possibility of having to eat the weaker members of the crew just to eke out the chance of survival for a few more days, but as Morris was an Asiatic black bear he had absolutely no qualms about it whatsoever.  
"
396,"A thousand miles from the coast a cheer went up from the burned, ragged survivors of the Cortez party as they descended upon the hapless prairie dog devouring skin, fur, blood, everything in their ravenous quest for sustenance since their expulsion, two months previously, from the Reno Holiday Inn without the concomitant expulsion from the safe of their wallets and passports
"
397,"Walking through the northernmost souk of Marrakech, that storied and cosmopolitan city so beloved of voyagers wishing to shake the desert dust off their feet, Peter bought a French-language newspaper and realized, with dizzying dismay, that “Camille” can be a man’s name.
"
398,"The doctors all agreed the inside of Charlie’s intestinal tract looked like some dark, dank subway system in a decaying inner city, blackened polyps hanging from every corner like tiny ticking terrorist time bombs, waiting to burst forth in cancerous activity; however, to Timmy the Tapeworm this was home.  
"
399,"Shortly after that interfering do-gooder Snow White had introduced Sneezy to non-drowsy antihistamines, he had to change his name to Brian, where he then left the mines with Ray (formerly Sleepy) who was now a caffeine addict and Bob (formerly Grumpy) who was on 100 milligrams of Prozac a day, and Doc whom Snow pointed out had never actually graduated from medical school and was being sued for malpractice—oh how he despised that high and mighty ho. 
"
400,"The three little pandas followed Nanny Wei Wong down the grassy path towards the lotus pool, bathing suits, rubber duckies, and favorite bamboo sandwiches safely in their panda packs—how they loved their school break —but they had no idea what was waiting for them this summer, just over the Big Bear Bridge!
"
401,"Jacob and Elisa had been warned by their parents on numerous occasions never to venture into the Amber Woods after dark or risk some vague and unspoken fate once within the trees, so they didn’t and just played in their front yards instead.
"
402,"When the corpse showed up in the swimming pool, her dead bosoms bobbing up and down like twin poached eggs in hollandaise sauce, Randy decided to call the police as soon as he finished taking pictures of his breakfast and posting them to his Facebook wall. 
"
403,"I knew that dame was damaged goods when she first sauntered in, and I don't mean lightly scratched and dented goods that a reputable merchant like Home Depot might offer in a clearly marked end display sale; no, she was more like the kind of flashy trashy plastic knockoff that always carries a child-choking hazard that no self-respecting 11-year-old Chinese sweat shop kids would ever call theirs.
"
404,"The janitor's body lay just inside the door, a small puncture wound below his right ear made with a long thin screwdriver, the kind electricians use and can often be found in the bargain bin at the hardware store and come with a pair of cheap wire cutters that you never use because they won’t cut wire worth a damn and at best will only put a small indent in the wire so you can at least bend it back and forth until it breaks.
"
405,"When private detective Flip Merlot spotted the statuesque brunette seated at the bar of his favorite watering hole, he was drawn to her like a yellow cat to navy blue pants, and when he sidled up next to her he felt fuzzy all over, kind of like dark blue corduroys get when they're matted with yellow cat hair.
"
406,"And it came to pass that, in those days when the young and powerful Alexander, called The Great, boldly ventured forth on his mighty steed Bucephalus, leading a vast army to conquer, claim, and generally visit the more tourist-y areas outside his empire, there remained at home his lesser-known brother Demetrius the Mediocre, who kept the fires burning and, to everyone's surprise, produced a pretty decent BBQ.
"
407,"With his lamp giving off a dull yellow glow General Washington sat up late into the night contemplating his problems: Not enough food, not enough clothing, not enough men, and that idiot Private Doodle who kept putting feathers in his cap and calling it macaroni.
"
408,"The three Black Forest Elves, Twinklemann, Sparklemann, and Von Dazzleberg, were sitting at their merry campfire, frying their wursts and hamhocks, slathering their rich black bread with the grease, drinking the icy magical Rhine-water, and one of them at least puffing away on a pudgy little elven-pipe, when who should show up but the OTHER famous elves Oberon, Titania, Galadriel, Elrond, Tinkerbell, the Munchkin lollipop dude, and that thing on the airplane wing in “Twilight Zone.”
"
409,"That was magic alright, though she belatedly realized that she should have known because everybody else was wearing robes while holding staffs with knobs on one end and screaming nonsense like ""Merlin's beard!"" when she unceremoniously dropped in their midst and it really shouldn't have taken her being changed into a creature of the amphibian persuasion to comprehend that. 
"
410,"An evil darkness strode across the forsaken lands of Marmon, casting a shadow like a superhero whose cape’s special power is to turn day into night, that was how the darkness strode (not like the superhero who was otherwise a very nice man).
"
411,"In the forest of Thrangul, Dobo Snabeley stared at his quest companions, Bolto Dwaven, Eagle Thepnis, Night Hunter, and Lythan Elva, looking to a map of Husker-Du, Dobo knew they would traverse this entire world to burn the Wand of Shazna in the firepit of Mound Hapla, so Dobo chucked it in the camp fire instead, and went home. 
"
412,"With his lamp giving off a dull yellow General Washington sat up late into the night contemplating his problems: not enough food, not enough clothing, not enough men, and that idiot Private Doodle who kept putting feathers in his cap and calling it macaroni.
"
413,"on his mighty steed Bucaphalus, leading a vast army to conquer, claim, and generally visit the more tourist-y areas outside his empire, there remained at home his lesser-known brother Demetrius the Medicore, who kept the fires burning and, to everyone's surprise, produced a pretty decent BBQ.
"
414,"If Vicky Walters had known that ordering an extra shot of espresso in her grande non-fat sugar free one pump raspberry syrup two pumps vanilla syrup soy latte that Wednesday would lead to her death and subsequent rebirth as a vampire, she probably would have at least gotten whipped cream.
"
415,"It was the age of the expected, it was the age of surprises, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the fall of despair, we had everything before us, we had nothing before us—in short, the period was so different from past periods that some of us didn't know what else to do but go to Las Vegas and drink smoothies.
"
416,"Long overdue for a tune-up, the ancient and dilapidated 1956 Oldsmobile—with PowerGlide transmission and power steering—wheezed slowly into the gas station, the long, blue plumes of exhaust looking like a crop duster full of illegal DDT spraying a field of asphalt.
"
417,"He typed like a ninja with no arms, and the text flowed like a drop of blood down a katana blade sharpened with one of those automatic kitchen things you can buy on late-night television when you're drunk but not too drunk to read off your 16-digit credit card number and security code.
"
418,"The night was dark; which is a bit redundant, since night is by definition dark, unless it's a stormy night when lightning causes moments of brilliant light, or except in places like Norway or Alaska where summer nights can be pretty light, but still, most of the time when you say “night,” people are going to think “dark.”
"
419,"Portly, abrupt Bart Simeon plodded through the citadel with a bearing of tension and anger that was like a tinderbox lying by a roadside waiting for a careless motorist to toss his or her cigarette butt out the window, most likely the passenger if the container lay on the right side of the road, or perhaps the driver with a brusque flick to the left, unless of course if they were in England, in which case it would be the opposite.
"
420,"She looked like a great pizza, you know the kind that relies more on the quality of the sauce than the amount of cheese, standing there powdering her nose, which was a bit large for her face, reminding him of a slice of pizza whose point curled up after a night in the refrigerator. 
"
421,"Entering the Forbidden Zone on Planet Q38 Minor meant death, either quickly by mushroom poisoning or terribly by The Shiny Golden Hook; but Captain Zirek didn't care, he was in love with three-legged Zora, and that's where she was stabled.
"
422,"The mighty roar of the awesome atomic engines (louder than a thousand MGM lions, more powerful than lust on a warm summer’s day) erotically thrust the metallic monster into the heavens like some demonic angel escaping from Hell and made the intrepid astronaut swallow his gum. 
"
423,"The Phylognites made love by intertwining their eyeball stalks, a most erotic sensation except occasionally when, due to inexperience or excessive ardor, their stalks became inextricably bound in what (unbeknownst to them) a species of obnoxious, quarrelsome little bipeds on an obscure planet circling a small star in the Milky Way might call a ""bird's nest."" 
"
424,"Claire had more daddy issues than Boy’s Life magazine published in the late 1970s, but she was a perfect match for Donald, whose personality was vaguely sticky, like the outside of a squeezable honey container or anything handled by a three-year-old.
"
425,"She was a mermaid equally at home on land and water because of her dual-membrane lungs, and she had everything I needed tucked under one beautiful big scale, and her glistening, wriggling, flopping body and melodious Siren's voice had me in love from day one when I hauled her up along with 600 pounds of Point Judith #3 calamari.
"
426,"Caitlin was a Pop Tart kind of girl, but Kyle always ate four Aunt Jemima pancakes with Land o' Lakes unsalted butter and Mrs. Butterworth's maple syrup, so they knew they would never marry because of their differences, but they could still fool around. 
"
427,"This is a story about love, but not just any kind of love like how you love the feeling of trading in a pair of soggy, old socks for fresh ones, or the taste of salty French fries dipped in a chocolate milkshake, I’m talking about the other kind of love. 
"
428,"Their love had come upon her completely by surprise, thought Amelia—like when you’re looking into your rearview and side mirrors to decide whether it’s feasible to switch into the passing lane and you think you’re in the clear, but then you find yourself utterly sideswiped.
"
429,"Well . . ."" began the mother as she attempted to answer her daughter's question, amid fuzzy memories of a balmy night in Cuba, several empty bottles of pineapple rum lying around the bed she had shared with the Captain accompanied by the worst headache she could remember, ""I wouldn't use the word ‘accident.’""
"
430,"Camilla was a strong, confident woman who ran a Fortune 500 company and made her own yogurt, but what she really longed for was a control-freak guy who would tap her phone, lock her in her room, and force her to listen to Gilbert Gottfried singing the national anthem. 
"
431,"Sherlock Holmes brusquely dismissed his companion’s theory that the victim had died from an allergic reaction to either seasoning or seafood, saying “Watson, although the problem is alimentary, it is neither the Thyme nor the Plaice.”
"
432,"Spurs a-jangling, Black Bert sauntered to the bar and cried ""this town ain't big enough!""—then gulped a whisky, fingered his six-shooter, and belched—""so I say we annex Dry Gulch, thus increasing our tax base while simultaneously reducing fixed costs through economies of scale.""  
"
433,"""Pecos Mac"" McCarthy index-fingered back the brim of his battered Stetson, squatted at the edge of the waterhole, cupped a handful of brackish water, squinted out over the shimmering alkali flats of the Badlands, and decided then and there that he had prit' near had it with overwrought, hackneyed western imagery. 
"
434,"""You’re a dead man, O’ Flanagan,” said the mortuary supervisor to the corpse laid out before him, chuckling to himself at how comical that remark was, a sentiment not shared with the rest of the night shift who all secretly yearned for the day he retired, having heard the same joke on innumerable occasions with just the surname of the deceased changed.
"
435,"The perspiration left a gentle sheen on his forehead but this was to his disadvantage because it usually encouraged his McDonald's visor to bellyflop into the fry oil and the resultant siphoning, scouring, and replacement of the melted visor goo-fouled fryer oil could really throw off the lunch rush and once again set back his long-overdue corporate mcbump from shift supervisor to assistant manager.
"
436,"It had been a quite a week for Marvin Sturgis; he’d finally accepted a six-figure salary at his dream company, Mattel, the American toy-manufacturer, and was now treating himself to a beautiful dinner, pouring imaginary tea into tiny toy teacups, talking aloud to the five life-size Barbie dolls he’d positioned around his kitchen table, and cursing the shipping company for its inability to transport all six figures at once.
"
437,"It was time to let the lads loose on the job—Gonda had been *totally* impossible and he couldn't take any more; so today all ten Rotweilers would be in for a feast and he hoped the forensic investigation wouldn't find any traces of DNA in the back yard.  
"
438,"Beppe Rococo, owner of the largest open-air farmer’s market in North Africa, after lovingly filling the arms of the beautiful vegan Taffy, who hailed from a Barcelona bistro, with bunches of fresh kale and organic carrots, breathed in her ear, “Come with me to the quinoa.”  
"
439,"His parents having just sent him from their Crown Heights neighborhood to keep him out of the Jewish gangs, Schmuley eyed his seemingly shy classmates on his new working-class elementary school playground in Cedar Rapids and considered taunting them, but he decided it best not yet to toy with the coy goy boy hoi polloi. 
"
440,"He was an old man who fished alone on a skiff in the Gulf Stream and he had gone eighty-four days now without taking a fish, but in the meantime had perfected his killer mojito and opened a beachside bar where patrons now stood three deep waiting to taste his magic at four U.S. bucks a pop.
"
